,id,color1,color2,color3,color4
1245,mixed-media1374,#CD001E,#D1D3C6,#0F6E2E,#D6BB9E
1246,mixed-media617,#EEEEEE,#C4C0BD,#9F9D9E,#BA015F
1247,photography468,#272322,#CFD0C0,#3F392D,#5C4D36
1248,works-on-paper866,#E2E2E2,#D6BDC0,#BD9DA8,#947A87
1249,prints1130,#020403,#E3EBEE,#BFC4C8,#9EA2A5
1250,photography454,#0C0C14,#CDC5C3,#A8A09E,#FFFFFF
1251,prints1118,#EFEFEF,#D7BB50,#A20812,#CF5B36
1252,works-on-paper682,#FFFFFF,#BD2017,#E9E8D6,#38385A
1253,prints298,#151517,#F7F7F5,#E0D3C0,#505153
1254,photography1339,#191F2F,#32394C,#D5D7D6,#A3A2AA
1255,prints717,#F1BC4A,#030502,#07101F,#235BA5
1256,works-on-paper1375,#372D24,#FFFFFF,#73625B,#F0EBD8
1257,works-on-paper1361,#B99038,#D7BB71,#B6B2C3,#A07123
1258,prints703,#DEE3E6,#2A2B2D,#444645,#666A69
1259,prints1497,#00ABBF,#ECEEEB,#9AABB5,#8CD0DD
1260,works-on-paper1407,#B0B1B6,#8E8F94,#BBA099,#6E6F74
1261,works-on-paper457,#B2A3CC,#766FB3,#DBDDD8,#9588BD
1262,works-on-paper331,#A6B4D9,#B8B84A,#2B2934,#E5DED6
1263,photography695,#E2E2E2,#070707,#0413A2,#D405AD
1264,photography681,#4E4A49,#E2E1E7,#9C7160,#694D42
1265,works-on-paper443,#8C7B73,#FDFCF8,#E3D4BF,#502F04
1266,prints1440,#1D191A,#8CC2E4,#049EDA,#FFFFFF
1267,prints1326,#F7EFE4,#2E2E2E,#C3D7B4,#CCBD6A
1268,painting627,#F0DFD5,#0C0606,#655148,#281912
1269,prints1454,#FFFFFF,#ED764B,#EE8943,#F7C650
1270,works-on-paper494,#CACACC,#F1F1EF,#AAA9A5,#E3DDC5
1271,prints930,#DDDED9,#473A34,#AEAFA9,#212316
1272,photography656,#EBEBEB,#22211F,#CAC7C2,#403C39
1273,photography124,#0D0D0D,#FFFFFF,#545454,#D8D8D8
1274,works-on-paper480,#130F0C,#7D756A,#6B5643,#A8A4A3
1275,prints1468,#BD820C,#D4B20A,#E7E8E0,#A57D26
1276,prints105,#EADEC8,#07416F,#99AEC1,#C8DCD0
1277,prints1291,#FFFFFF,#F4F8DF,#322D27,#7F7F77
1278,works-on-paper279,#161616,#4B2C31,#FFFFFF,#686868
1279,painting790,#404348,#74624C,#75797C,#AFA896
1280,prints139,#F3F3F3,#D9CB50,#C1581F,#090708
1281,prints893,#E9E8E4,#000100,#20201E,#50504E
1282,works-on-paper1229,#E5E5E7,#CAC2C0,#191816,#A9A599
1283,works-on-paper537,#C8D2DC,#E5E8E1,#000100,#B7B9B4
1284,works-on-paper8,#E0E2DD,#453333,#524A55,#D2AEAE
1285,prints1252,#84A9D6,#FEF6EB,#292B2A,#D8D3D0
1286,photography1067,#F4F4F4,#D3D2BE,#B2AA9D,#1D060C
1287,prints1246,#E5E5E5,#B2B2B4,#8F9991,#707A72
1288,prints688,#F9F3E7,#FFA6A8,#02B6DB,#ABDAD0
1289,works-on-paper1003,#E0DFDB,#A1C3CC,#74757A,#72B1C3
1290,prints307,#F7FC00,#EBEBEB,#D6F118,#1C2189
1291,works-on-paper709,#EBE9DD,#CACAC8,#A9ACB3,#80838C
1292,photography285,#000000,#2C3C18,#111F20,#30352F
1293,works-on-paper721,#CEB187,#AA1010,#262012,#BA4B37
1294,mixed-media1200,#DDE1E4,#5E6E7D,#A9B2B9,#14191F
1295,works-on-paper735,#AC9563,#EADCD1,#A1773B,#D2BEA5
1296,mixed-media950,#010101,#E15CAD,#FEFFFF,#D7D6DC
1297,prints1044,#423E3F,#97969E,#5E5A5B,#BBBAC2
1298,painting551,#FFFFFF,#DBDBDB,#9B9D9C,#363B3F
1299,painting579,#EEEFEA,#834A51,#A37C7F,#811429
1300,prints1078,#FFFFFF,#54AB28,#808A94,#DE7572
1301,photography1275,#FFFFFF,#C9DAEA,#95C1DA,#71A0BC
1302,works-on-paper916,#9F7E2F,#BFAC46,#C9BCB4,#949E7C
1303,photography530,#EFEEE9,#23201B,#45423B,#CFCCC5
1304,mixed-media968,#069345,#090E14,#C6BD00,#AF8E47
1305,prints1083,#F2EFEA,#C4C5BF,#A29E9B,#7A7975
1306,prints471,#0B0A08,#F0E7D6,#C34A3F,#C6BDAE
1307,mixed-media1238,#DDE14E,#6AC1D4,#96D18D,#7FD1CF
1308,painting1361,#68927E,#56A786,#23282E,#5B785A
1309,prints465,#F1DCD9,#CCBCBD,#040000,#A89DA3
1310,prints1097,#FFFFFF,#E0E2D7,#33342F,#737369
1311,mixed-media767,#F9FFFD,#473A4B,#F1F5DA,#2B152C
1312,works-on-paper731,#161616,#2F2F2F,#DDDDDD,#4A4A4A
1313,photography281,#A99A73,#E2E1E7,#DBCA9F,#161616
1314,prints459,#F9F8F4,#B8B1A7,#494542,#764540
1315,photography1077,#32281E,#565247,#EAE5DF,#757269
1316,prints868,#9E6BAE,#958B68,#C2BB85,#98867C
1317,prints1256,#FBFBFB,#C4412D,#AB0219,#DD5E31
1318,prints854,#E6E5E0,#5C5B63,#D5D4B8,#7285AD
1319,prints698,#375A6D,#FEC76C,#AC6F1F,#C38EA0
1320,mixed-media559,#F3F3F3,#141414,#AA2D27,#D2C9C0
1321,prints1295,#7997C3,#020304,#064580,#216E9E
1322,prints897,#0B0B0B,#E7C7A0,#E4B57F,#E1D9F0
1323,prints883,#7CE1B9,#026BA4,#B93107,#014E7A
1324,works-on-paper1239,#D8D8D8,#CFBCAD,#BA9E86,#010000
1325,works-on-paper527,#FDFDFD,#9A8256,#B4A07B,#B9B9B9
1326,painting145,#AE873C,#BAB780,#876214,#BBA17C
1327,mixed-media1199,#212322,#41413F,#5F5F5D,#7E7F7A
1328,prints1450,#F5F1E8,#875B2E,#6C2F1C,#00000B
1329,photography1103,#FFFFFF,#B6A987,#060709,#807150
1330,prints908,#F1F5F8,#E43240,#09051C,#C2D0D3
1331,prints1478,#252326,#9E99A0,#3F3D42,#7E7980
1332,works-on-paper490,#B3AAAD,#464042,#635D5F,#FFFFFF
1333,prints1493,#E9E0CF,#A39C8A,#807967,#605947
1334,prints707,#FFFFFF,#DDDCD8,#333532,#0A0A0A
1335,painting838,#D0D74B,#2A1D24,#A3A36F,#D19525
1336,prints1487,#060606,#222325,#3A3E41,#555B5B
1337,mixed-media1166,#D7DADF,#B4B7BE,#181818,#454545
1338,photography685,#F0F1F5,#CECFD3,#AEADB2,#1C1A1B
1339,painting804,#525D59,#283337,#FCFCFA,#6A7E7D
1340,mixed-media405,#577D86,#42607A,#C19055,#CBC5C5
1341,photography691,#FDFDFD,#151918,#9A9A9A,#BD583A
1342,mixed-media1172,#EDE4D3,#5C4D3A,#CAC2B5,#1B2023
1343,mixed-media363,#5F5848,#000013,#FFFFFF,#4C3C2D
1344,painting421,#634770,#482962,#FFFFFF,#914C79
1345,prints1134,#F6EDDC,#615B4F,#D3CAB9,#8A8379
1346,photography478,#000000,#232534,#3D4047,#676767
1347,painting347,#866A43,#A58B66,#926A2F,#000000
1348,photography1467,#FFFFFF,#DAD0C4,#DEDC3C,#813827
1349,prints1120,#FFFFFF,#83211E,#DDCCAE,#040000
1350,photography1315,#190E0A,#B8BCBD,#27252A,#2D3832
1351,works-on-paper1198,#DAE2E5,#D5C3D1,#E88FAD,#E8A7AB
1352,works-on-paper692,#ADD5B3,#82A086,#240A53,#638165
1353,prints28,#000000,#202020,#3A3A3A,#FDEECF
1354,photography1329,#F7F7F7,#161513,#302D28,#D4D4D4
1355,prints263,#E8E8E8,#20202A,#0566B5,#004E8E
1356,works-on-paper679,#C4C4C2,#CC8B39,#A5BFE2,#696A6C
1357,prints277,#E4E4E4,#BFC3CC,#564A60,#8B7E88
1358,prints511,#FFFFFF,#E50163,#E92742,#DDDDD3
1359,works-on-paper1173,#2D3333,#52554E,#ECE3D2,#746E5E
1360,prints539,#B6ACB4,#9F9089,#7F7269,#6A5844
1361,mixed-media175,#230C06,#44261E,#651804,#8C4C4D
1362,works-on-paper651,#EADDCA,#EDEDED,#E5CDA7,#959DB0
1363,works-on-paper888,#DFC394,#E6EAF3,#5F5A56,#C1A172
1364,works-on-paper122,#ECECEC,#C8C8C8,#56514D,#2ED140
1365,photography486,#151714,#8D8D81,#2F302B,#6E6E62
1366,prints538,#F3F3F3,#7DD3E4,#1C1D1F,#67BBE0
1367,painting391,#EBECE7,#161415,#CACAC8,#2F2D2E
1368,prints510,#C9C6C1,#FFFFFF,#A7A49F,#87847F
1369,mixed-media1359,#F7F7F9,#1F9ABC,#FB3326,#2A7A9D
1370,prints289,#E5DDDA,#C0BDB8,#E24E44,#968C82
1371,painting434,#82725B,#63543F,#ECD2B9,#A4927A
1372,prints1121,#D3D1C5,#D3B694,#97BE89,#D4AE31
1373,photography479,#070707,#AEA79F,#888177,#252422
1374,photography1300,#112B2A,#E4E6E1,#C9AB85,#D7C9AC
1375,works-on-paper863,#F2E2C1,#E4CD9B,#F4CC6A,#AA9B46
1376,painting77,#FFFFF7,#1E1F24,#3665A9,#383836
1377,painting811,#C5ADAD,#E4DCD9,#975758,#B88C8D
1378,mixed-media1173,#FFFFFF,#D6DBD7,#61625C,#010101
1379,mixed-media376,#FFFFFF,#E0D2B8,#2A2B26,#BBB3A0
1380,painting63,#31322C,#0F100B,#864B1F,#B54C1F
1381,prints712,#CECABF,#2A2623,#ACA698,#46413D
1382,prints1486,#FFFCFB,#D3CDCD,#E00001,#FDC52A
1383,prints1479,#9E9D9B,#BFC0C4,#7F7E79,#C8BA9F
1384,photography1116,#161614,#DADADA,#2F2F2D,#ADADAD
1385,painting636,#FFFFFF,#000000,#C6C6C6,#595959
1386,prints909,#DFCED4,#D81F58,#D92D2D,#E2347B
1387,photography28,#181617,#E1E2E6,#302F35,#504D54
1388,painting144,#FFFFFF,#745B33,#544123,#DCDCDC
1389,photography1102,#EBEBEB,#0D0D0D,#949085,#393631
1390,prints128,#FFFFFF,#DACDBC,#030000,#E3C498
1391,prints896,#C0AE80,#F0D121,#000000,#FFFFFF
1392,prints666,#D4CECE,#B4ACAA,#938B88,#736C66
1393,photography900,#FBFCFE,#151110,#2D271B,#602B1B
1394,prints100,#DFB68A,#E1CDB4,#5E5F63,#878684
1395,prints841,#F0F2F1,#F3E7CF,#85B200,#D7E88C
1396,prints699,#ECE7E1,#E7D4B6,#DEC292,#BCD4D4
1397,mixed-media772,#C20102,#FFFFFF,#5F646A,#000000
1398,mixed-media766,#BCC6BE,#457E5D,#FEFFFF,#BC8B3C
1399,works-on-paper730,#F9F4F0,#786F68,#E4D1C0,#A7A09A
1400,prints302,#FFFFFF,#75745F,#363924,#DBDFE8
1401,prints1096,#FFFFFA,#D1CEC9,#107A38,#C5C88F
1402,works-on-paper1012,#FFFFFF,#BABBB6,#3E3E3E,#8D8D8D
1403,prints1082,#F4F5F0,#F7EDA5,#FAEF7B,#F8E648
1404,prints316,#F7F4EB,#DEAB1C,#C19927,#D4CFCB
1405,prints1069,#2F2F31,#C4C4CC,#4A494F,#6E6D73
1406,photography525,#E5E5E5,#070604,#A1998C,#554D40
1407,painting568,#0C100F,#205156,#28282A,#F5F4F0
1408,photography519,#CDC9C8,#AAA8A9,#786F66,#141414
1409,photography1274,#FFFFFF,#CFD0D2,#454138,#7E7966
1410,prints1057,#E6DED3,#B6B0A4,#958F83,#756F63
1411,works-on-paper915,#FFFFFF,#DCDDE2,#C5B287,#7D4E20
1412,photography269,#E8EDE9,#28090F,#684A4C,#3C252D
1413,painting556,#694719,#B982A1,#3C260E,#FFFFFF
1414,prints1043,#F8F6F7,#F9E38E,#FDD639,#D31942
1415,painting218,#EBE8E1,#040404,#202425,#3A3E3F
1416,photography255,#47423C,#CFC9BD,#686157,#888276
1417,prints1094,#0D2C40,#44261C,#FFFFFF,#E2DFD6
1418,prints314,#E7E3E2,#A7C2D5,#332927,#DBAFB0
1419,prints1080,#272B37,#100604,#F2DEC5,#DCA555
1420,painting1376,#CD5072,#E6E1CB,#060604,#BBB6A3
1421,prints472,#C9C3B3,#373330,#A9A292,#878175
1422,painting1438,#C6DBDC,#B5B4AF,#253F4C,#6C858C
1423,works-on-paper726,#D8D9D4,#292B28,#B2B6B7,#8E908F
1424,photography296,#F2EEEB,#B48863,#997E69,#785D4A
1425,prints328,#FFFFFF,#171719,#303030,#906755
1426,prints843,#F7F7F7,#201B18,#FECE00,#2B1700
1427,photography731,#070D0B,#BBC6D8,#363022,#2E2E36
1428,works-on-paper295,#CBCBBF,#FF8584,#EE9992,#D1CEAB
1429,works-on-paper1206,#F2EEE5,#D2CBC3,#ADA69C,#8C857B
1430,prints1296,#E6E6DA,#D5CEB2,#87613C,#C2B38A
1431,prints670,#D9D9D9,#B5B5B5,#7A7977,#000000
1432,works-on-paper1212,#C2B7B1,#E5DED6,#D2C4A9,#315177
1433,prints1282,#FAFAFA,#D9D8DE,#5C6069,#B3B2B8
1434,prints116,#000000,#ED1B24,#FCF3D4,#C5202E
1435,mixed-media1005,#000000,#FDC300,#C10001,#004800
1436,prints880,#B5B8BF,#9A98A5,#B5B926,#AE6D98
1437,prints658,#FFFFFF,#757575,#DCDCDC,#B7B7B7
1438,works-on-paper242,#9A9792,#DBD9DE,#2D2D2D,#7A7673
1439,prints894,#DF2D21,#3E54B9,#FDEBD5,#F4B802
1440,painting1148,#151513,#AC7560,#77726F,#312C29
1441,mixed-media200,#FDFEFF,#EBB3B2,#DADBDD,#C0BBB5
1442,prints1321,#E3E2DE,#A20000,#000B00,#840000
1443,prints937,#EEEDE9,#D9E2F3,#7F8EB5,#B2BACD
1444,prints1309,#F1F1F3,#1F2A2C,#F0DBB0,#69B6E2
1445,photography123,#FFFFFF,#222222,#3F5385,#353245
1446,works-on-paper14,#DEE0DD,#323232,#514F50,#EBC1C3
1447,works-on-paper1414,#DBBB8C,#BA9C76,#927857,#6B5032
1448,prints1484,#D1CCC9,#322D2A,#87827F,#4E4946
1449,works-on-paper1372,#FCF9F4,#D6D2C9,#B4B1AC,#766E63
1450,prints710,#FFFFFF,#1A1819,#DCDBD6,#3F3A36
1451,works-on-paper1366,#EFEFF1,#F93501,#0D0D0B,#005CA7
1452,prints1490,#FFFFFF,#1F2227,#AA8455,#585F65
1453,mixed-media1171,#FBFBFB,#F1C548,#8991DC,#B6C2F2
1454,prints738,#EBE7E4,#FFD527,#16130A,#AE7F00
1455,prints1123,#484F55,#747F83,#060503,#B5BFC8
1456,photography1464,#E8E8E0,#000000,#93948C,#51524C
1457,prints1137,#EEEBE4,#8E8576,#D3CEBB,#353130
1458,works-on-paper849,#FFFFF3,#FEFB00,#FF1804,#FA7800
1459,photography447,#ECECEC,#C4C7B2,#A7A398,#72011F
1460,mixed-media1429,#E7E0D6,#09038B,#BFB7AA,#29A291
1461,mixed-media638,#A39C96,#837A73,#262521,#E4E3DF
1462,prints512,#96B1CE,#212320,#8995A3,#CBCFD8
1463,works-on-paper1170,#A8AEAC,#8D9BB5,#D1C8C1,#467AB3
1464,prints274,#F5BEA9,#DD9D82,#694535,#8D5C4D
1465,prints506,#EBE8E1,#454440,#62615C,#85827D
1466,painting1202,#BB8312,#000000,#7A5529,#162E16
1467,mixed-media1373,#C78B8B,#FDFDFD,#2C2E2B,#AB6B69
1468,mixed-media176,#CAC2BF,#101010,#2B2B2B,#666F6C
1469,works-on-paper1158,#E8E8E6,#CCC0B2,#A2AAAC,#7A8B93
1470,mixed-media177,#1D1C22,#F3F3F3,#7C4C26,#473720
1471,works-on-paper647,#C69C74,#A77B56,#FFFFFB,#634022
1472,photography485,#FFFFFF,#DCDCDC,#8D8787,#B6B6B6
1473,photography491,#E7EAEF,#75A6AB,#031217,#A48571
1474,works-on-paper653,#DCDDD7,#B9BAB4,,
1475,mixed-media1428,#222222,#FFFFFF,#463023,#434247
1476,prints275,#015480,#04323F,#171B1A,#BD5451
1477,photography320,#11100C,#71B2CE,#C3E8EE,#A38350
1478,photography446,#83A3AE,#56768F,#000000,#2E5A75
1479,prints1136,#FFFFFF,#A68799,#DBDCDE,#DECCB4
1480,mixed-media836,#F5CA1C,#AB2B22,#025C5C,#EBB024
1481,prints739,#1F1F1D,#42433E,#A5ADB0,#605F5A
1482,mixed-media361,#E3DCCA,#8BBF41,#C8C8A6,#9EB55B
1483,works-on-paper1429,#C9BDB1,#2B302A,#BA9A85,#DEDDD8
1484,prints705,#FEFFF5,#02224B,#ACE6FE,#66CEF5
1485,prints1491,#AC6418,#8C4C0E,#FFFFFF,#CC7B1F
1486,prints1485,#D9BE25,#FFFFFF,#CDA208,#C1B44C
1487,photography877,#DDCEAF,#E0E1D9,#9A9E83,#CDB084
1488,prints1308,#E3E0DB,#BEBBB6,#9A9792,#2E2D2B
1489,photography17,#E7E1C1,#22251E,#B99E5B,#B9B496
1490,photography1129,#D2E4EE,#858F91,#B9C2C9,#80A2BB
1491,photography1101,#CBCEBB,#717E75,#919D8F,#505D54
1492,painting621,#407565,#7E0001,#000100,#CBBA38
1493,prints1334,#E5E2DD,#C3C0BB,#554F43,#9E9A91
1494,works-on-paper29,#FCFCFC,#403B41,#6B5959,#F27D85
1495,prints1452,#E5E5E3,#C3C2BD,#989792,#787772
1496,painting153,#E0DFDA,#AF7A98,#925167,#DBB8CC
1497,prints659,#E7702E,#E2DCE0,#FAD210,#29503B
1498,prints881,#CAC7BE,#D4B596,#C69366,#342B24
1499,mixed-media573,#F53469,#FF59A3,#FA1951,#2C1F29
1500,prints117,#E2E2E0,#B59A63,#E2CC9A,#A0A6A2
1501,mixed-media1038,#DABC96,#060606,#7E7A6F,#BB9B74
1502,prints1297,#F7EFE4,#2E2E2E,#C3D7B4,#CCBD6A
1503,photography1049,#000000,#E3D7BD,#4D2816,#291A15
1504,prints1268,#D2CFC6,#615D52,#D75B1F,#9BB9C4
1505,prints1254,#D9C6B7,#D8BA94,#DB9F83,#977F65
1506,mixed-media1212,#010101,#949BAB,#353E4F,#0B1222
1507,photography1288,#FBFDFC,#7A7A7A,#0D2122,#D8BCB1
1508,works-on-paper1039,#FCFDFF,#444549,#707175,#ABACAE
1509,mixed-media1206,#C5C8CF,#A8A5AE,#000000,#8E848F
1510,painting1411,#F53469,#FF59A3,#FA1951,#2C1F29
1511,prints315,#007A6F,#A1A195,#7D7D71,#332F2C
1512,painting1363,#4A2900,#D3D0CB,#361B00,#0E0000
1513,photography254,#FAFAFA,#C5CACD,#9CA7AB,#4C4344
1514,works-on-paper928,#FFFFFF,#000000,#595959,#212121
1515,prints498,#FDFEF8,#BDD0DF,#A51208,#C5625D
1516,works-on-paper914,#E5DECB,#C3BDA7,#A39C8A,#EDEBEE
1517,photography1277,#E0DBD7,#D2BBB3,#BD8D81,#9D6860
1518,mixed-media942,#E8EBF2,#451A24,#EC6E48,#621F31
1519,photography1263,#B8B8B6,#575757,#111111,#959796
1520,prints1056,#674440,#FFDBA7,#AA2449,#82AB2B
1521,prints399,#E8E8E8,#1F222B,#056BBF,#10497E
1522,mixed-media919,#EEEFE9,#21211F,#3C3D38,#5C5B56
1523,mixed-media931,#FEFFFF,#DBB2A0,#C8BFB6,#BE855A
1524,works-on-paper967,#6C6054,#FFFFFF,#444037,#F3E8D4
1525,photography569,#6996AB,#D2DFE7,#58615C,#447890
1526,painting1338,#FDFDFD,#271918,#5B6D71,#A8B1B6
1527,mixed-media716,#EDEDED,#393939,#CACACA,#E3DBC8
1528,works-on-paper740,#F7F7F5,#D1D0CB,#AAA9A4,#57524E
1529,prints400,#FFFFFF,#000000,#DCDED9,#191D26
1530,painting1304,#E6EAE9,#C5D5E4,#A2AFB8,#9BB8D6
1531,prints414,#F9F3E7,#FFB1AD,#107166,#49C5A3
1532,prints825,#FEFEFE,#C5CCC5,#F5B02F,#B8B361
1533,prints831,#D6CBB5,#AFA490,#8F8470,#706551
1534,prints1233,#F1EDEE,#000000,#8C8C8C,#202926
1535,prints1227,#D6D6D8,#332A2B,#9C9492,#524A48
1536,mixed-media299,#F0DFD5,#0C0606,#655148,#281912
1537,works-on-paper542,#E5E5E5,#BDBEB9,#787974,#575853
1538,mixed-media500,#582F29,#A4A5A7,#B8B7A5,#000000
1539,works-on-paper230,#EFEDE0,#7B7462,#C9C7BA,#A8A69A
1540,works-on-paper1248,#0CAFDA,#1F3447,#DCE7EB,#1C91BD
1541,mixed-media1077,#F4EDE3,#BCB3AC,#DECFB0,#B23715
1542,mixed-media266,#C5AA8D,#96B6B5,#BE735E,#B8AFA6
1543,works-on-paper1274,#EBECE7,#C1C2BD,#A0A19C,
1544,prints616,#EEEBE4,#8C867A,#B49F68,#7A6E56
1545,painting1112,#332729,#54373B,#743F39,#FFFFFF
1546,photography151,#FFFFFF,#100E19,#CDADAE,#E5DBDA
1547,prints951,#A19891,#F9FCF5,#CBB28A,#D4DCD1
1548,works-on-paper1499,#EEEEEC,#521514,#752420,#68D3FD
1549,photography1172,#EBEBE9,#C2D2E9,#92A1B4,#C7C8C2
1550,prints1353,#FDFDFD,#5B7A6A,#9DA483,#76A2A5
1551,works-on-paper1328,#847767,#999EA4,#827443,#83654B
1552,prints992,#EFEEEC,#B30121,#F4E17A,#180D1B
1553,mixed-media312,#BAB5B1,#DFD7D4,#7D7C78,#595854
1554,works-on-paper99,#B4B299,#8B8962,#60654F,#718D65
1555,painting1072,#FE9D8D,#18181A,#3D867B,#31312F
1556,prints1384,#3A3941,#DBE3E6,#707982,#323E58
1557,works-on-paper1314,#E5E5E5,#B2B2B4,#8F9991,#707A72
1558,prints762,#917E6D,#AF9B80,#F7E6C8,#AB8561
1559,prints1179,#CACBCD,#16171B,#B3A58A,#F5F9FA
1560,photography353,#F2823A,#014B28,#B96F4C,#E3DEDA
1561,prints59,#A5383B,#8A3938,#2B2122,#482122
1562,photography421,#0F1012,#E9E5DC,#9E896C,#CAB29A
1563,photography1370,#F5F0EA,#E5B688,#000103,#C3C3C3
1564,works-on-paper813,#FFFFFF,#ECD2C3,#ECDDE4,#EEE1AD
1565,prints1151,#FFFFFD,#0D0F0E,#B93332,#F0EEC8
1566,mixed-media851,#D2D5DC,#B69A37,#9CDE60,#A6AEB1
1567,photography1364,#50522A,#FCFCFC,#3C381B,#CAAF78
1568,mixed-media689,#010101,#EADCC1,#21201E,#A20000
1569,mixed-media662,#0BBDAF,#F2F3EE,#F5D506,#3A3E41
1570,prints548,#E0E4E3,#B3AD89,#898A84,#C0C3BC
1571,mixed-media1301,#999999,#BFB6AD,#AC9786,#897C74
1572,photography384,#AAAFA8,#CBD0C9,#FFFFFF,#8A8F88
1573,works-on-paper620,#F5F5F5,#878380,#D4D3D8,#B2B2B4
1574,mixed-media676,#F9FBF8,#ECCAA4,#9A866E,#6C573C
1575,painting1258,#E7E7E9,#23221E,#8A773C,#B3A892
1576,works-on-paper1116,#FFFFFF,#E3D6CD,#C7B4A6,#DCCCAA
1577,prints1186,#C4110D,#2F84A1,#DCE0AD,#EF7F37
1578,painting493,#A5C4D9,#A93154,#C45160,#000004
1579,prints574,#000000,#F4F7FC,#57646C,#EEDDBF
1580,mixed-media886,#FFFFFF,#DBA505,#D0C9C3,#000000
1581,works-on-paper608,#EEEBE6,#F69060,#F37948,#1E5A62
1582,prints560,#000000,#FFFFFF,#8FBCA7,#1E1F19
1583,prints1192,#FFFBF8,#431947,#504A4E,#6C314F
1584,prints207,#F5F5F5,#1223B1,#F6C101,#18181A
1585,prints1193,#FFFFFF,#000000,#F90000,#D9D9D9
1586,mixed-media887,#A5A29D,#6B7576,#A6B9BF,#DAE1EB
1587,prints1187,#983434,#752B2A,#BE4844,#261C1D
1588,works-on-paper609,#D2CBC1,#AEAEAC,#353736,#7F574B
1589,photography385,#D0CDC8,#000000,#626671,#AAB4BD
1590,mixed-media1300,#DDDCDA,#060E11,#B0B5BB,#505052
1591,photography391,#F8F9FB,#132330,#454E57,#A8997C
1592,prints64,#EBEBEB,#0A0000,#E7C300,#131700
1593,photography1403,#5E5F59,#7B7D72,#E2E2E4,#D9D2BF
1594,photography1365,#000000,#4C4C4C,#B9B9B9,#696969
1595,mixed-media850,#333436,#FFFFFF,#FE2B16,#EA3B28
1596,prints1150,#F4F3EE,#AABBCB,#82878D,#1F1D20
1597,photography408,#8F8A74,#ADAA99,#6F6A54,#FFFFFF
1598,photography1371,#FEFEFE,#2F2B28,#A7977D,#4A4235
1599,prints70,#000000,#241D15,#6E6C60,#504F4A
1600,painting337,#FF6201,#FFFFFF,#F45F25,#005A2B
1601,photography420,#393A34,#231A09,#C7DED6,#4C5A5B
1602,photography1359,#5D5347,#21201B,#4E5F6F,#EDE8D2
1603,painting479,#1C1C1E,#B2D4D6,#301F18,#51422F
1604,photography434,#01030F,#FFFFF7,#20232A,#E4D5B8
1605,works-on-paper190,#AB6529,#595049,#997541,#BB6417
1606,prints1178,#E4E1DA,#819DC5,#313A41,#A9B9D3
1607,works-on-paper1301,#FFFFFF,#C1BFB0,#CBB092,#000000
1608,prints1391,#F2F2F2,#BEBEBE,#9B9B9B,#7B7B7B
1609,prints1385,#241D15,#D61E1E,#A2B679,#EA967C
1610,prints777,#FFFFFF,#C1D5E0,#02000B,#E7B70B
1611,works-on-paper345,#666B65,#898E8A,#4C4D48,#ADACA8
1612,prints987,#7D6407,#80786D,#37322F,#A09788
1613,photography187,#FFFFFF,#0A0D16,#D1A9B2,#91839D
1614,prints993,#ECE3D2,#CBBBA2,#858A6C,#010000
1615,works-on-paper351,#F3E4C7,#EEE9E5,#342F2B,#524942
1616,prints1434,#4B4293,#FFFFFF,#39306F,#6759B8
1617,prints1420,#B5B5B3,#FFFFFF,#030406,#DBDDE9
1618,painting653,#296D80,#050505,#B90B0C,#D7D4CD
1619,photography1173,#F1F1F1,#C9C1B4,#A99481,#7B001D
1620,photography622,#E8E8E8,#4E4A2D,#EBE9B9,#827E4F
1621,photography144,#FFFFFF,#16130E,#30281D,#DAD7D2
1622,works-on-paper1498,#E9E9DD,#C9C7BA,#A9A697,#858376
1623,prints1408,#040404,#FEFEFE,#FB0601,#FF4E37
1624,prints950,#F8F7F2,#2B2D2C,#D9D7CA,#7C7A6E
1625,works-on-paper1261,#201C19,#F7E5E5,#413831,#6E5C58
1626,works-on-paper1249,#FCF6EA,#0A0A0A,#BCBBB6,#878681
1627,works-on-paper231,#2F2E34,#EAD5C4,#4D4B50,#999395
1628,mixed-media267,#EBEBEB,#52453C,#C9C8C4,#E8DCC6
1629,mixed-media1076,#DBD7CC,#615956,#3C291B,#735147
1630,works-on-paper557,#FC2D95,#5A522B,#EDE262,#080000
1631,prints159,#FFFFFF,#E80064,#E6DFD5,#E6293F
1632,mixed-media1089,#03652A,#7AC3B0,#029E61,#044711
1633,photography1007,#15102E,#EAECEB,#2E2842,#4E4854
1634,prints830,#683F5F,#1E1D1B,#341D2D,#C2A7A0
1635,prints824,#A27C4F,#98BBBF,#D9B6A2,#998668
1636,prints373,#E4E9ED,#273035,#C3C9C7,#464F54
1637,mixed-media1248,#FDFDFB,#000000,#1F2022,#DDDDD3
1638,works-on-paper1077,#FFFFFF,#CDC7CB,#A59FA3,#877E81
1639,works-on-paper1063,#2E3346,#BEBAAE,#040404,#484F62
1640,prints429,#E1E2E4,#605D58,#1C1C1C,#C1C1BF
1641,photography583,#13181C,#494333,#6C5E43,#FBFFFF
1642,works-on-paper999,#D1D1CF,#818382,#292929,#000000
1643,prints1024,#19268C,#FBFBEF,#5D4213,#66712F
1644,prints1030,#D9D8D6,#B6B6B6,#8A8A8A,#574E4F
1645,mixed-media930,#EAD2BA,#21211F,#000000,#C3C385
1646,photography232,#F1E6E4,#EBD2A9,#BA5A28,#B3A679
1647,prints1018,#E3E1E2,#373739,#5B5350,#BDBBBE
